Chapter,Verse,King Fahd,Kemenag,Google Translator,Fahd - Google,Kemenag - Google,Fahd - Kemenag
3,71,"Hai ahli kitab, mengapa kamu mencampuradukkan yang hak dengan yang batil, dan menyembunyikan kebenaran, padahal kamu mengetahui?","Wahai Ahli Kitab! Mengapa kamu mencampuradukkan kebenaran dengan kebatilan, dan kamu menyembunyikan kebenaran, padahal kamu mengetahui?",Orang -orang kerajaan tidak memakai kebenaran dengan sapi,0.23470713,0.2508437,0.8415595
3,72,"Segolongan (lain) dari ahli kitab berkata (kepada sesamanya), ""Perlihatkanlah (seolah-olah) kamu beriman kepada apa yang diturunkan kepada orang-orang beriman (sahabat-sahabat rasul) pada permulaan siang dan ingkarilah ia pada akhirnya, supaya mereka (orang-orang mukmin) kembali (kepada kekafiran).","Dan segolongan Ahli Kitab berkata (kepada sesamanya), ""Berimanlah kamu kepada apa yang diturunkan kepada orang-orang beriman pada awal siang dan ingkarilah di akhirnya, agar mereka kembali (kepada kekafiran).","Dan orang yang baik dari orang -orang Raja berkata: ""Siapa pun yang datang kepada mereka yang percaya dan wajah hari itu, dan saya akan tidak percaya.""",0.4471384,0.4487459,0.92840225
3,73,"Dan janganlah kamu percaya melainkan kepada orang yang mengikuti agamamu. Katakanlah, ""Sesungguhnya petunjuk (yang harus diikuti) ialah petunjuk Allah, dan (janganlah kamu percaya) bahwa akan diberikan kepada seseorang seperti apa yang diberikan kepadamu, dan (jangan pula kamu percaya) bahwa mereka akan mengalahkan hujahmu di sisi Tuhan-mu"".  Katakanlah, ""Sesungguhnya karunia itu di tangan Allah, Allah memberikan karunia-Nya kepada siapa yang dikehendaki-Nya; dan Allah Maha Luas (karunia-Nya) lagi Maha Mengetahui.""","Dan janganlah kamu percaya selain kepada orang yang mengikuti agamamu. Katakanlah (Muhammad), ""Sesungguhnya petunjuk itu hanyalah petunjuk Allah. (Janganlah kamu percaya) bahwa seseorang akan diberi seperti apa yang diberikan kepada kamu atau bahwa mereka akan menyanggah kamu di hadapan Tuhanmu."" Katakanlah (Muhammad), ""Sesungguhnya karunia itu di tangan Allah, Dia memberikannya kepada siapa yang Dia kehendaki. Allah Mahaluas, Maha Mengetahui.","Dan jangan percaya kecuali bagi mereka yang mengikuti agama Anda, katakan bahwa bimbingannya adalah bimbingan Tuhan, bahwa salah satu dari Anda akan diberikan, seperti apa yang telah Anda berikan kepada Anda yang terbaik dari Tuhan diberikan oleh mereka yang mau",0.73527366,0.749353,0.93508935
3,74,"Allah menentukan rahmat-Nya (kenabian) kepada siapa yang dikehendaki-Nya, dan Allah mempunyai karunia yang besar.",Dia menentukan rahmat-Nya kepada siapa yang Dia kehendaki. Dan Allah memiliki karunia yang besar.,Dia menyelamatkan rahmatnya,0.42689264,0.49573368,0.9360261
3,75,"Di antara ahli kitab ada orang yang jika kamu mempercayakan kepadanya harta yang banyak, dikembalikannya kepadamu; dan di antara mereka ada orang yang jika kamu mempercayakan kepadanya satu dinar, tidak dikembalikannya kepadamu, kecuali jika kamu selalu menagihnya.  Yang demikian itu lantaran mereka mengatakan, ""Tidak ada dosa bagi kami terhadap orang-orang umi.""  Mereka berkata dusta terhadap Allah, padahal mereka mengetahui.","Dan di antara Ahli Kitab ada yang jika engkau percayakan kepadanya harta yang banyak, niscaya dia mengembalikannya kepadamu. Tetapi ada (pula) di antara mereka yang jika engkau percayakan kepadanya satu dinar, dia tidak mengembalikannya kepadamu, kecuali jika engkau selalu menagihnya. Yang demikian itu disebabkan mereka berkata, ""Tidak ada dosa bagi kami terhadap orang-orang yang buta huruf."" Mereka mengatakan hal yang dusta terhadap Allah, padahal mereka mengetahui.","۞ dan dari orang -orang Raja, siapa pun yang percaya padanya dengan homoseksualitas yang dia lakukan kepada Anda, dan dari mereka, siapa pun yang percaya pada hutang hutang, tetapi ia tidak akan terpenuhi yaitu bahwa mereka mengatakan: kami tidak dalam buta huruf, dan mereka berkata kepada Tuhan, dan mereka tahu",0.43963602,0.50933504,0.78242457
3,76,"(Bukan demikian), sebenarnya siapa yang menepati janji (yang dibuat)nya dan bertakwa, maka sesungguhnya Allah menyukai orang-orang yang bertakwa.","Sebenarnya barang siapa menepati janji dan bertakwa, maka sungguh, Allah mencintai orang-orang yang bertakwa.","Dalam otoritas orang -orang yang memenuhi perjanjian dan ketakutannya, karena Allah mencintai orang benar",0.54585826,0.56717694,0.87379587
3,77,"Sesungguhnya orang-orang yang menukar janji (nya dengan) Allah dan sumpah-sumpah mereka dengan harga yang sedikit, mereka itu tidak mendapat bagian (pahala) di akhirat, dan Allah tidak akan berkata-kata dengan mereka dan tidak akan melihat kepada mereka pada hari kiamat, dan tidak (pula) akan menyucikan mereka.  Bagi mereka azab yang pedih.","Sesungguhnya orang-orang yang memperjual belikan janji Allah dan sumpah-sumpah mereka dengan harga murah, mereka itu tidak memperoleh bagian di akhirat, Allah tidak akan menyapa mereka, tidak akan memperhatikan mereka pada hari Kiamat, dan tidak akan menyucikan mereka. Bagi mereka azab yang pedih.","Bagi mereka yang membeli perjanjian Allah dan iman mereka, kemudian beberapa, atau untuk Anda, dan Anda tidak berhasil di dalamnya pada masa Allah. Kepada mereka pada hari keji",0.50703216,0.57147753,0.784372
3,78,"Sesungguhnya diantara mereka ada segolongan yang memutar-mutar lidahnya membaca Alkitab, supaya kamu menyangka yang dibacanya itu sebagian dari Alkitab, padahal ia bukan dari Alkitab; dan mereka mengatakan, ""Ia (yang dibaca itu datang) dari sisi Allah"", padahal ia bukan dari sisi Allah.  Mereka berkata dusta terhadap Allah sedang mereka mengetahui.","Dan sungguh, di antara mereka niscaya ada segolongan yang memutarbalikkan lidahnya hanya membaca Kitab, agar kamu menyangka (yang mereka baca) itu sebagian dari Kitab, padahal itu bukan dari Kitab dan mereka berkata, ""Itu dari Allah,"" padahal itu bukan dari Allah. Mereka mengatakan hal yang dusta terhadap Allah, padahal mereka mengetahui.","Dan di antara mereka adalah pemisahan yang sama dengan raja mereka dari Tuhan, dan mereka berkata kepada Tuhan berbohong dan mereka tahu",0.5223797,0.44146502,0.84807056
3,79,"Tidak wajar bagi seseorang manusia yang Allah berikan kepadanya Alkitab, hikmah, dan kenabian, lalu dia berkata kepada manusia, ""Hendaklah kamu menjadi penyembah-penyembahku bukan penyembah Allah"".  Akan tetapi (dia berkata), ""Hendaklah kamu menjadi orang-orang rabbānī , karena kamu selalu mengajarkan Alkitab dan disebabkan kamu tetap mempelajarinya.","Tidak mungkin bagi seseorang yang telah diberi kitab oleh Allah, serta hikmah dan kenabian, kemudian dia berkata kepada manusia, ""Jadilah kamu penyembahku, bukan penyembah Allah,"" tetapi (dia berkata), ""Jadilah kamu pengabdi-pengabdi Allah, karena kamu mengajarkan kitab dan karena kamu mempelajarinya!""","Bukan untuk Kabar Baik bahwa Allah, Raja, Putusan, dan Nubuat, lalu berkata kepada orang -orang, Jadilah para pelayan saya tanpa orang yang tanpanya Tuhan, apa yang Anda ajarkan kepada Raja, dan apa yang Anda pelajari",0.46455687,0.4332324,0.7173803
3,80,"dan (tidak wajar pula baginya) menyuruhmu menjadikan malaikat dan para nabi sebagai tuhan.  Apakah (patut) dia menyuruhmu berbuat kekafiran di waktu kamu sudah (menganut agama) Islam?"".",dan tidak (mungkin pula baginya) menyuruh kamu menjadikan para malaikat dan para nabi sebagai Tuhan. Apakah (patut) dia menyuruh kamu menjadi kafir setelah kamu menjadi muslim?,Dan itu tidak memerintahkan Anda untuk mengambil raja dan para nabi ۧ adalah seorang Tuhan,0.46792728,0.5047015,0.8150724
3,81,"Dan (ingatlah), ketika Allah mengambil perjanjian dari para nabi, ""Sungguh, apa saja yang Aku berikan kepadamu berupa kitab dan hikmah, kemudian datang kepadamu seorang rasul yang membenarkan apa yang ada padamu, niscaya kamu akan sungguh-sungguh beriman kepadanya dan menolongnya"".  Allah berfirman, ""Apakah kamu mengakui dan menerima perjanjian-Ku terhadap yang demikian itu?"" Mereka menjawab, ""Kami mengakui"".  Allah berfirman, ""Kalau begitu saksikanlah (hai para nabi) dan Aku menjadi saksi (pula) bersama kamu"".","Dan (ingatlah), ketika Allah mengambil perjanjian dari para nabi, ""Manakala Aku memberikan kitab dan hikmah kepadamu lalu datang kepada kamu seorang Rasul yang membenarkan apa yang ada pada kamu, niscaya kamu akan sungguh-sungguh beriman kepadanya dan menolongnya."" Allah berfirman, ""Apakah kamu setuju dan menerima perjanjian dengan-Ku atas yang demikian itu?"" Mereka menjawab, ""Kami setuju."" Allah berfirman, ""Kalau begitu bersaksilah kamu (para nabi) dan Aku menjadi saksi bersama kamu.""","Dan ketika Tuhan mengambil kebasahan Nabi, untuk apa yang Anda miliki dari Anda dari keputusan dan putusan, maka Anda akan mendatangi Anda, utusan Anda dan untuk menjadi pemenang ۚ Dia berkata: Anda memutuskan dan Anda mengambilnya dengan Anda dengan keluarga saya.",0.40248847,0.49520463,0.8531368
3,82,"Barang siapa yang berpaling sesudah itu, maka mereka itulah orang-orang yang fasik.","Maka barang siapa berpaling setelah itu, mereka itulah orang yang fasik.",Siapa pun yang mengambil setelah itu,0.44548053,0.40409493,0.96907896
3,83,"Maka apakah mereka mencari agama yang lain dari agama Allah, padahal kepada-Nya-lah menyerahkan diri segala apa yang di langit dan di bumi, baik dengan suka maupun terpaksa dan hanya kepada Allah-lah mereka dikembalikan.","Maka mengapa mereka mencari agama yang lain selain agama Allah, padahal apa yang di langit dan di bumi berserah diri kepada-Nya (baik) dengan suka maupun terpaksa, dan hanya kepada-Nya mereka dikembalikan?","Agile pada agama Allah, mereka inginkan, dan bagi Tuhan, siapa pun yang ada di langit dan bumi adalah sukarela dan waktu yang lama",0.45101178,0.4970829,0.8803023
3,84,"Katakanlah, ""Kami beriman kepada Allah dan kepada apa yang diturunkan kepada kami dan yang diturunkan kepada Ibrāhīm, Ismā`īl, Ishāq, Ya`qūb  dan anak-anaknya, dan apa yang diberikan kepada Musa, ʻIsa, dan para nabi dari Tuhan mereka. Kami tidak membeda-bedakan seorang pun di antara mereka dan hanya kepada-Nya-lah kami menyerahkan diri"".","Katakanlah (Muhammad), ""Kami beriman kepada Allah dan kepada apa yang diturunkan kepada kami dan yang diturunkan kepada Ibrahim, Ismail, Ishak, Yakub, dan anak cucunya, dan apa yang diberikan kepada Musa, Isa dan para Nabi dari Tuhan mereka. Kami tidak membeda-bedakan seorang pun diantara mereka dan hanya kepada-Nya kami berserah diri.""","Katakan: Kami percaya kepada Tuhan, dan apa yang diungkapkan kepada kami, dan apa yang diungkapkan kepada Abraham, nama dan para nabi berasal dari Tuhan mereka",0.65974104,0.70343256,0.9304662
3,85,"barang siapa mencari agama selain agama Islam, maka sekali-kali tidaklah akan diterima (agama itu)darinya, dan dia di akhirat termasuk orang-orang yang rugi.","Dan barang siapa mencari agama selain Islam, dia tidak akan diterima, dan di akhirat dia termasuk orang yang rugi.","Dan siapa pun yang berusaha menjadi hutang, dia tidak akan diterima darinya dan dia berada dalam kemewahan",0.39832553,0.44386333,0.94712424
3,86,"Bagaimana Allah akan menunjuki suatu kaum yang kafir sesudah mereka beriman, serta mereka telah mengakui bahwa rasul itu (Muhammad) benar-benar rasul, dan keterangan-keterangan pun telah datang kepada mereka? Allah tidak menunjuki orang-orang yang zalim.","Bagaimana Allah akan memberi petunjuk kepada suatu kaum yang kafir setelah mereka beriman, serta mengakui bahwa Rasul (Muhammad) itu benar-benar (rasul), dan bukti-bukti yang jelas telah sampai kepada mereka? Allah tidak memberi petunjuk kepada orang zalim.","Bagaimana Tuhan membimbing orang ketika mereka tidak percaya setelah keunggulan mereka dan menyaksikan bahwa utusan adalah hak, dan mereka adalah kebaikan mereka, dan mereka tidak. Kejayaan",0.39101344,0.44033116,0.774052
3,87,"Mereka itu, balasannya ialah bahwasanya laknat Allah ditimpakan kepada mereka, (demikian pula) laknat para malaikat dan manusia seluruhnya,","Mereka itu, balasannya ialah ditimpa laknat Allah, para malaikat, dan manusia seluruhnya,",Itulah imbalan mereka bahwa mereka memiliki kutukan Tuhan dan para malaikat dan orang -orang semua,0.6459361,0.6564387,0.9344686
3,88,"mereka kekal di dalamnya, tidak diringankan siksa dari mereka, dan tidak (pula) mereka diberi tangguh,","mereka kekal di dalamnya, tidak akan diringankan azabnya, dan mereka tidak diberi penangguhan,","Di dalamnya, siksaan tidak dibebaskan dari mereka, dan mereka tidak terlihat.",0.58996224,0.46348542,0.84338146
3,89,"kecuali orang-orang yang tobat, sesudah (kafir) itu dan mengadakan perbaikan.  Karena sesungguhnya Allah Maha Pengampun lagi Maha Penyayang.","kecuali orang-orang yang bertobat setelah itu, dan melakukan perbaikan, maka sungguh, Allah Maha Pengampun, Maha Penyayang.",Kecuali mereka yang bertobat setelah itu,0.37817293,0.46475387,0.8646822
3,90,"Sesungguhnya orang-orang kafir sesudah beriman, kemudian bertambah kekafirannya, sekali-kali tidak akan diterima tobatnya; dan mereka itulah orang-orang yang sesat.","Sungguh, orang-orang yang kafir setelah beriman, kemudian bertambah kekafirannya, tidak akan diterima tobatnya, dan mereka itulah orang-orang yang sesat.","Mereka yang tidak percaya setelah keunggulan mereka, kemudian mereka meningkat, karena mereka tidak akan menerima pertobatan mereka, dan itu adalah orang -orang.",0.6212808,0.6251055,0.9718007
3,91,"Sesungguhnya orang-orang yang kafir dan mati sedang mereka tetap dalam kekafirannya, maka tidaklah akan diterima dari seseorang di antara mereka emas sepenuh bumi, walaupun dia menebus diri dengan emas (yang sebanyak) itu.  Bagi mereka itulah siksa yang pedih dan sekali-kali mereka tidak memperoleh penolong.","Sungguh, orang-orang yang kafir dan mati dalam kekafiran, tidak akan diterima (tebusan) dari seseorang di antara mereka sekalipun (berupa) emas sepenuh bumi, sekiranya dia hendak menebus diri dengannya. Mereka itulah orang-orang yang mendapat azab yang pedih dan tidak memperoleh penolong.","Bagi mereka yang tidak percaya dan mati, dan mereka tidak percaya, dan itu tidak akan menerima dari salah satu dari mereka kepenuhan bumi dalam emas, dan jika itu untuk Anda, ۦ dan mereka tidak memiliki siapa pun",0.69080174,0.6987196,0.82881
3,92,"Kamu sekali-kali tidak sampai kepada kebajikan (yang sempurna) sebelum kamu menafkahkan sebagian harta yang kamu cintai.  Dan apa saja yang kamu nafkahkan, maka sesungguhnya Allah mengetahuinya.","Kamu tidak akan memperoleh kebajikan, sebelum kamu menginfakkan sebagian harta yang kamu cintai. Dan apa pun yang kamu infakkan, tentang hal itu sungguh, Allah Maha Mengetahui.",Anda tidak akan menjadi orang benar sampai Anda menghabiskan apa yang Anda sukai ۚ dan apa yang Anda habiskan adalah sesuatu,0.47098503,0.5749044,0.84685147
3,93,"Semua makanan adalah halal bagi Bani Isrā`īl melainkan makanan yang diharamkan oleh Isrā`īl (Ya`qūb ) untuk dirinya sendiri sebelum Taurat diturunkan.  Katakanlah, ""(Jika kamu mengatakan ada makanan yang diharamkan sebelum turun Taurat), maka bawalah Taurat itu, lalu bacalah dia jika kamu orang-orang yang benar"".","Semua makanan itu halal bagi Bani Israil, kecuali makanan yang diharamkan oleh Israil (Yakub) atas dirinya sebelum Taurat diturunkan. Katakanlah (Muhammad), ""Maka bawalah Taurat lalu bacalah, jika kamu orang-orang yang benar.""","۞ Semua makanan adalah solusi bagi putra -putra keluarga saya, kecuali apa yang dilarang oleh rahasia jiwanya, sebelum terungkap. Dengan kesenangan, maka Anda akan lelah.",0.40165177,0.40069592,0.90639293
3,94,"Maka barang siapa mengada-adakan dusta terhadap Allah sesudah itu, maka merekalah orang-orang yang zalim.","Maka barang siapa mengada-adakan kebohongan terhadap Allah setelah itu, maka mereka itulah orang-orang zalim.","Jadi siapa pun yang kewalahan oleh Tuhan, setelah itu",0.53428745,0.42335543,0.73486304
3,95,"Katakanlah, ""Benarlah (apa yang difirmankan) Allah"".  Maka ikutilah agama Ibrāhīm yang lurus, dan bukanlah dia termasuk orang-orang yang musyrik.","Katakanlah (Muhammad), ""Benarlah (segala yang difirmankan) Allah."" Maka ikutilah agama Ibrahim yang lurus, dan dia tidaklah termasuk orang musyrik.","Katakan: Tuhan itu benar, jadi ikuti agama",0.5969115,0.5891529,0.88535017
3,96,"Sesungguhnya rumah yang mula-mula dibangun untuk (tempat beribadah) manusia, ialah Baitullah yang di Bakkah (Mekah), yang diberkahi dan menjadi petunjuk bagi semua manusia.","Sesungguhnya rumah (ibadah) pertama yang dibangun untuk manusia, ialah (Baitullah) yang di Bakkah (Mekah) yang diberkahi dan menjadi petunjuk bagi seluruh alam.",Rumah pertama ditempatkan untuk orang -orang dengan seruan diberkati dan bimbingan untuk orang -orang,0.54862475,0.5789834,0.9163144
3,97,"Padanya terdapat tanda-tanda yang nyata, (di antaranya) maqām Ibrāhīm; barang siapa memasukinya (Baitullah itu) menjadi amanlah dia; mengerjakan haji adalah kewajiban manusia terhadap Allah, yaitu (bagi) orang yang sanggup mengadakan perjalanan ke Baitullah; Barang siapa mengingkari (kewajiban haji), maka sesungguhnya Allah Maha Kaya (tidak memerlukan sesuatu) dari semesta alam.","Di sana terdapat tanda-tanda yang jelas, (di antaranya) maqam Ibrahim. Barang siapa memasukinya (Baitullah) amanlah dia. Dan (di antara) kewajiban manusia terhadap Allah adalah melaksanakan ibadah haji ke Baitullah, yaitu bagi orang-orang yang mampu mengadakan perjalanan ke sana. Barang siapa mengingkari (kewajiban) haji, maka ketahuilah bahwa Allah Mahakaya (tidak memerlukan sesuatu) dari seluruh alam.","Di dalamnya, ada tempat -tempat tempat tinggal Abraham. Dia tidak percaya, karena Tuhan kaya dari orang -orang",0.39343658,0.45192334,0.83859617
3,98,"Katakanlah, ""Hai ahli kitab, mengapa kamu ingkari ayat-ayat Allah? Padahal Allah Maha menyaksikan apa yang kamu kerjakan?"".","Katakanlah (Muhammad), ""Wahai Ahli Kitab! Mengapa kamu mengingkari ayat-ayat Allah, padahal Allah Maha Menyaksikan apa yang kamu kerjakan?""","Katakan: Keluarga Raja, mengapa Anda tidak percaya pada Tuhan, dan Tuhan adalah martir pada apa yang Anda lakukan",0.38802266,0.4505024,0.83179826
3,99,"Katakanlah, ""Hai ahli kitab, mengapa kamu menghalang-halangi dari jalan Allah orang-orang yang telah beriman? Kamu menghendakinya menjadi bengkok, padahal kamu menyaksikan"".  Allah sekali-kali tidak lalai dari apa yang kamu kerjakan.","Katakanlah (Muhammad), ""Wahai Ahli Kitab! Mengapa kamu menghalang-halangi orang-orang yang beriman dari jalan Allah, kamu menghendakinya (jalan Allah) bengkok, padahal kamu menyaksikan?"" Dan Allah tidak lengah terhadap apa yang kamu kerjakan.","Katakan: Keluarga Tuhan, mengapa Anda tidak bernyanyi tentang jalan Tuhan, yang Anda inginkan, dan Anda adalah kesaksian Tuhan",0.3740791,0.4247776,0.8577308
3,100,"Hai orang-orang yang beriman, jika kamu mengikuti sebagian dari orang-orang yang diberi alkitab, niscaya mereka akan mengembalikan kamu menjadi orang kafir sesudah kamu beriman.","Wahai orang-orang yang beriman! Jika kamu mengikuti sebagian dari orang yang diberi Kitab, niscaya mereka akan mengembalikan kamu menjadi orang kafir setelah beriman.","O, yang adalah mereka yang aman, jika Anda mematuhi pasangan dari mereka yang telah keluar",0.26747906,0.29287523,0.90719557
3,101,"Bagaimanakah kamu (sampai) menjadi kafir, padahal ayat-ayat Allah dibacakan kepada kamu, dan rasul-Nya pun berada di tengah-tengah kamu? Barang siapa yang berpegang teguh kepada (agama) Allah, maka sesungguhnya ia telah diberi petunjuk kepada jalan yang lurus.","Dan bagaimana kamu (sampai) menjadi kafir, padahal ayat-ayat Allah dibacakan kepada kamu, dan Rasul-Nya (Muhammad) pun berada di tengah-tengah kamu? Barang siapa berpegang teguh kepada (agama) Allah, maka sungguh, dia diberi petunjuk ke jalan yang lurus.","Dan bagaimana Anda tidak percaya, dan Anda memperhatikan Anda, Tuhan, dan bagi Anda, utusannya",0.5627088,0.6117085,0.9726746
3,102,"Hai orang-orang yang beriman, bertakwalah kepada Allah sebenar-benar takwa kepada-Nya; dan janganlah sekali-kali kamu mati melainkan dalam keadaan beragama Islam.",Wahai orang-orang yang beriman! Bertakwalah kepada Allah sebenar-benar takwa kepada-Nya dan janganlah kamu mati kecuali dalam keadaan Muslim.,"O, mereka yang percaya pada Tuhan",0.561512,0.5159385,0.89010847
3,103,"Dan berpeganglah kamu semuanya kepada tali (agama) Allah, dan janganlah kamu bercerai berai, dan ingatlah akan nikmat Allah kepadamu ketika kamu dahulu (masa Jahiliah) bermusuh-musuhan, maka Allah mempersatukan hatimu, lalu menjadilah kamu karena nikmat Allah, orang-orang yang bersaudara; dan kamu telah berada di tepi jurang neraka, lalu Allah menyelamatkan kamu dari nya.  Demikianlah Allah menerangkan ayat-ayat-Nya kepadamu, agar kamu mendapat petunjuk.","Dan berpegangteguhlah kamu semuanya pada tali (agama) Allah, dan janganlah kamu bercerai berai, dan ingatlah nikmat Allah kepadamu ketika kamu dahulu (masa jahiliah) bermusuhan, lalu Allah mempersatukan hatimu, sehingga dengan karunia-Nya kamu menjadi bersaudara, sedangkan (ketika itu) kamu berada di tepi jurang neraka, lalu Allah menyelamatkan kamu dari sana. Demikianlah, Allah menerangkan ayat-ayat-Nya kepadamu agar kamu mendapat petunjuk.","Dan Anda akan diam tentang pintu Tuhan, dan tidak memisahkan ۚ dan mengingat berkat Tuhan untuk Anda, ketika Anda adalah orang yang baik, jadi apakah Anda bennah, saudara kandung, dan Anda adalah bibir api, jadi saya akan menyelamatkan Anda dari itu ۗ juga ۗ",0.5024343,0.5309133,0.9307545
3,104,"Dan hendaklah ada di antara kamu segolongan umat yang menyeru kepada kebajikan, menyuruh kepada yang makruf dan mencegah dari yang mungka.  Merekalah orang-orang yang beruntung.","Dan hendaklah di antara kamu ada segolongan orang yang menyeru kepada kebajikan, menyuruh (berbuat) yang makruf, dan mencegah dari yang mungkar.  Dan mereka itulah orang-orang yang beruntung.",Dan Anda memiliki negara yang menyerukan untuk yang baik dan memerintahkan yang diketahui dan dilarang dari orang yang menyangkal ۚ dan Anda berbohong,0.40056556,0.39550322,0.9682068
3,105,"Dan janganlah kamu menyerupai orang-orang yang bercerai-berai dan berselisih sesudah datang keterangan yang jelas kepada mereka.  Mereka itulah orang-orang yang mendapat siksa yang berat,","Dan janganlah kamu menjadi seperti orang-orang yang bercerai berai dan berselisih setelah sampai kepada mereka keterangan yang jelas. Dan mereka itulah orang-orang yang mendapat azab yang berat,",Dan jangan seperti mereka yang bubar dan tidak setuju dengan Anda setelah apa yang mereka datangi kepada mereka ۚ dan Anda memiliki siksaan yang mengerikan,0.6367022,0.5643308,0.79862106
3,106,"pada hari yang di waktu itu ada muka yang putih berseri, dan ada pula muka yang hitam muram.  Adapun orang-orang yang hitam muram mukanya (kepada mereka dikatakan), ""Kenapa kamu kafir sesudah kamu beriman? Karena itu, rasakanlah azab disebabkan kekafiranmu itu"".","pada hari itu ada wajah yang putih berseri, dan ada pula wajah yang hitam muram. Adapun orang-orang yang berwajah hitam muram (kepada mereka dikatakan), ""Mengapa kamu kafir setelah beriman? Karena itu rasakanlah azab akibat kekafiranmu itu.""","Hari wajah wajah dan ikatan wajah ۚ Adapun mereka yang mendukung wajah mereka, Anda akan tidak percaya setelah Anda tidak percaya",0.6187326,0.68046534,0.94642574
3,107,"Adapun orang-orang yang putih berseri mukanya, maka mereka berada dalam rahmat Allah (surga); mereka kekal di dalamnya.","Dan adapun orang-orang yang berwajah putih berseri, mereka berada dalam rahmat Allah (surga); mereka kekal di dalamnya.","Adapun mereka yang membenci wajah mereka dalam rahmat Tuhan, mereka ada di dalamnya.",0.51073366,0.44483808,0.89767915
3,108,Itulah ayat-ayat Allah. Kami bacakan ayat-ayat itu kepadamu dengan benar; dan tiadalah Allah berkehendak untuk menganiaya hamba-hamba-Nya.,"Itulah ayat-ayat Allah yang Kami bacakan kepada kamu dengan benar, dan Allah tidaklah berkehendak menzalimi (siapa pun) di seluruh alam.","Yaitu, Tuhan memberkati Anda dengan kebenaran",0.518588,0.512081,0.76151276
3,109,Kepunyaan Allah-lah segala yang ada di langit dan di bumi; dan kepada Allah-lah dikembalikan segala urusan.,"Dan milik Allahlah apa yang ada di langit dan apa yang ada di bumi, dan hanya kepada Allah segala urusan dikembalikan.",Dan kepada Tuhan apa yang ada di surga,0.5389387,0.5717627,0.8078651
3,110,"Kamu adalah umat yang terbaik yang dilahirkan untuk manusia, menyuruh kepada yang makruf, dan mencegah dari yang mungkar, dan beriman kepada Allah.  Sekiranya ahli kitab beriman, tentulah itu lebih baik bagi mereka; di antara mereka ada yang beriman, dan kebanyakan mereka adalah orang-orang yang fasik.","Kamu (umat Islam) adalah umat terbaik yang dilahirkan untuk manusia, (karena kamu) menyuruh (berbuat) yang makruf, dan mencegah dari yang mungkar, dan beriman kepada Allah. Sekiranya Ahli Kitab beriman, tentulah itu lebih baik bagi mereka. Di antara mereka ada yang beriman, namun kebanyakan mereka adalah orang-orang fasik.","Anda adalah yang terbaik dari suatu bangsa yang dibawa kepada orang -orang, Anda memerintahkan yang diketahui dengan baik, dan Anda dilarang dari penolakan, dan Anda akan percaya kepada Tuhan, dan demi Tuhan. Bagi mereka ۚ beberapa dari mereka adalah orang percaya dan kebanyakan dari mereka adalah orang -orang.",0.7167413,0.6954664,0.94784606
3,111,"Mereka sekali-kali tidak akan dapat membuat mudarat kepada kamu, selain dari gangguan-gangguan celaan saja, dan jika mereka berperang dengan kamu, pastilah mereka berbalik melarikan diri ke belakang (kalah).  Kemudian mereka tidak mendapat pertolongan.","Mereka tidak akan membahayakan kamu, kecuali gangguan-gangguan kecil saja, dan jika mereka memerangi kamu, niscaya mereka mundur berbalik ke belakang (kalah). Selanjutnya mereka tidak mendapat pertolongan.","Mereka tidak akan membahayakan Anda, tetapi saya akan membahayakan Anda.",0.44338003,0.7229854,0.66233164
3,112,"Mereka diliputi kehinaan di mana saja mereka berada, kecuali jika mereka berpegang kepada tali (agama) Allah dan tali (perjanjian) dengan manusia, dan mereka kembali mendapat kemurkaan dari Allah dan mereka diliputi kerendahan.  Yang demikian itu karena mereka kafir kepada ayat-ayat Allah dan membunuh para nabi tanpa alasan yang benar.  Yang demikian itu disebabkan mereka durhaka dan melampaui batas.","Mereka diliputi kehinaan di mana saja mereka berada, kecuali jika mereka (berpegang) pada tali (agama) Allah dan tali (perjanjian) dengan manusia. Mereka mendapat murka dari Allah dan (selalu) diliputi kesengsaraan. Yang demikian itu karena mereka mengingkari ayat-ayat Allah dan membunuh para nabi, tanpa hak (alasan yang benar). Yang demikian itu karena mereka durhaka dan melampaui batas.","Penghinaan mereka dikeringkan dari tempat mereka tidak berdiri kecuali dengan tali Tuhan, rumah tangga ۚ yaitu bahwa mereka adalah pendamaian untuk masa Allah, dan mereka akan membunuh Tuhan",0.6145384,0.6549264,0.86986643
3,113,"Mereka itu tidak sama; di antara ahli kitab itu ada golongan yang berlaku lurus, mereka membaca ayat-ayat Allah pada beberapa waktu di malam hari, sedang mereka juga bersujud (salat).","Mereka itu tidak (seluruhnya) sama. Di antara Ahli Kitab ada golongan yang jujur, mereka membaca ayat-ayat Allah pada malam hari, dan mereka (juga) bersujud (salat).",۞ Bukan baik ۗ dari umat bangsa bangsa yang melafalkan hari -hari Tuhan,0.19240952,0.2459541,0.8394221
3,114,"Mereka beriman kepada Allah dan hari penghabisan, mereka menyuruh kepada yang makruf, dan mencegah dari yang munkar, dan bersegera kepada (mengerjakan) pelbagai kebajikan; mereka itu termasuk orang-orang yang saleh.","Mereka beriman kepada Allah dan hari akhir, menyuruh (berbuat) yang makruf, dan mencegah dari yang mungkar dan bersegera (mengerjakan) berbagai kebajikan. Mereka termasuk orang-orang saleh.","Mereka percaya pada Tuhan dan hari itu, dan mereka diperintahkan oleh orang yang terkenal, dan mereka dilarang dari sarang penelepon",0.6810833,0.66319215,0.896897
